Symbol,Name,Sector,Industry
REDU,RISE Education Cayman Ltd,Consumer Services,Other Consumer Services
RTTR,"Ritter Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
RVSB,Riverview Bancorp Inc,Finance,Savings Institutions
RLJE,"RLJ Entertainment, Inc.",Consumer Services,Movies/Entertainment
RMGN,RMG Networks Holding Corporation,Miscellaneous,Business Services
ROBO,ROBO Global Robotics and Automation Index ETF,n/a,n/a
RMTI,"Rockwell Medical, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
RCKY,"Rocky Brands, Inc.",Consumer Non-Durables,Shoe Manufacturing
RMCF,"Rocky Mountain Chocolate Factory, Inc.",Consumer Non-Durables,Specialty Foods
ROKU,"Roku, Inc.",Consumer Services,Television Services
ROSE,Rosehill Resources Inc.,Energy,Oil & Gas Production
ROSEU,Rosehill Resources Inc.,Energy,Oil & Gas Production
ROSEW,Rosehill Resources Inc.,Energy,Oil & Gas Production
ROSG,Rosetta Genomics Ltd.,Health Care,Major Pharmaceuticals
ROST,"Ross Stores, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
RBPAA,"Royal Bancshares of Pennsylvania, Inc.",Finance,Major Banks
RGLD,"Royal Gold, Inc.",Basic Industries,Precious Metals
RPXC,RPX Corporation,Miscellaneous,Multi-Sector Companies
RTIX,"RTI Surgical, Inc.",Health Care,Industrial Specialties
RBCN,"Rubicon Technology, Inc.",Technology,Semiconductors
RMBL,"RumbleOn, Inc.",Technology,EDP Services
RUSHA,"Rush Enterprises, Inc.",Consumer Durables,Automotive Aftermarket
RUSHB,"Rush Enterprises, Inc.",Consumer Durables,Automotive Aftermarket
RUTH,"Ruth&#39;s Hospitality Group, Inc.",Consumer Services,Restaurants
RXII,RXi Pharmaceuticals Corporation,Health Care,Major Pharmaceuticals
RXIIW,RXi Pharmaceuticals Corporation,Health Care,Major Pharmaceuticals
RYAAY,Ryanair Holdings plc,Transportation,Air Freight/Delivery Services
STBA,"S&T Bancorp, Inc.",Finance,Major Banks
SANW,S&W Seed Company,Consumer Non-Durables,Farming/Seeds/Milling
SCAC,Saban Capital Acquisition Corp.,Finance,Business Services
SCACU,Saban Capital Acquisition Corp.,Finance,Business Services
SCACW,Saban Capital Acquisition Corp.,Finance,Business Services
SBRA,"Sabra Health Care REIT, Inc.",Consumer Services,Real Estate Investment Trusts
SBRAP,"Sabra Health Care REIT, Inc.",Consumer Services,Real Estate Investment Trusts
SABR,Sabre Corporation,Technology,"Computer Software: Programming, Data Processing"
SAEX,"SAExploration Holdings, Inc.",Energy,Oil & Gas Production
SAFT,"Safety Insurance Group, Inc.",Finance,Property-Casualty Insurers
SAGE,"Sage Therapeutics, Inc.",Health Care,Major Pharmaceuticals
SAIA,"Saia, Inc.",Transportation,Trucking Freight/Courier Services
SALM,"Salem Media Group, Inc.",Consumer Services,Broadcasting
SAL,"Salisbury Bancorp, Inc.",Finance,Savings Institutions
SAFM,"Sanderson Farms, Inc.",Consumer Non-Durables,Meat/Poultry/Fish
SASR,"Sandy Spring Bancorp, Inc.",Finance,Major Banks
SGMO,"Sangamo Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SANM,Sanmina Corporation,Technology,Electrical Products
GCVRZ,Sanofi,Health Care,Major Pharmaceuticals
SPNS,Sapiens International Corporation N.V.,Technology,Computer Software: Prepackaged Software
SRPT,"Sarepta Therapeutics, Inc.",Health Care,Major Pharmaceuticals
SVRA,"Savara, Inc.",Health Care,Major Pharmaceuticals
SBFG,"SB Financial Group, Inc.",Finance,Major Banks
SBFGP,"SB Financial Group, Inc.",Finance,Major Banks
SBAC,SBA Communications Corporation,Consumer Services,Real Estate Investment Trusts
SCSC,"ScanSource, Inc.",Technology,Retail: Computer Software & Peripheral Equipment
SMIT,"Schmitt Industries, Inc.",Capital Goods,Industrial Machinery/Components
SCHN,"Schnitzer Steel Industries, Inc.",Consumer Durables,Industrial Specialties
SCHL,Scholastic Corporation,Consumer Services,Books
SGMS,Scientific Games Corp,Technology,EDP Services
SCPH,scPharmaceuticals Inc.,n/a,n/a
SNI,"Scripps Networks Interactive, Inc",Consumer Services,Television Services
SCYX,"SCYNEXIS, Inc.",Health Care,Major Pharmaceuticals
SEAC,"SeaChange International, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
SBCF,Seacoast Banking Corporation of Florida,Finance,Major Banks
STX,Seagate Technology PLC,Technology,Electronic Components
SHIP,Seanergy Maritime Holdings Corp,Transportation,Marine Transportation
SHIPW,Seanergy Maritime Holdings Corp,Transportation,Marine Transportation
SHLD,Sears Holdings Corporation,Consumer Services,Department/Specialty Retail Stores
SHLDW,Sears Holdings Corporation,Consumer Services,Department/Specialty Retail Stores
SHOS,"Sears Hometown and Outlet Stores, Inc.",Consumer Services,Department/Specialty Retail Stores
SPNE,SeaSpine Holdings Corporation,Health Care,Medical/Dental Instruments
SGEN,"Seattle Genetics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EYES,"Second Sight Medical Products, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EYESW,"Second Sight Medical Products, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SECO,Secoo Holding Limited,Consumer Services,Other Specialty Stores
SCWX,SecureWorks Corp.,Technology,Computer Software: Prepackaged Software
SNFCA,Security National Financial Corporation,Finance,Finance: Consumer Services
SEIC,SEI Investments Company,Finance,Investment Bankers/Brokers/Service
SLCT,"Select Bancorp, Inc.",Finance,Major Banks
SIR,Select Income REIT,Consumer Services,Real Estate Investment Trusts
SELB,"Selecta Biosciences, Inc.",Health Care,Major Pharmaceuticals
SIGI,"Selective Insurance Group, Inc.",Finance,Property-Casualty Insurers
LEDS,SemiLEDS Corporation,Technology,Semiconductors
SMTC,Semtech Corporation,Technology,Semiconductors
SENEA,Seneca Foods Corp.,Consumer Non-Durables,Packaged Foods
SENEB,Seneca Foods Corp.,Consumer Non-Durables,Packaged Foods
SNES,"SenesTech, Inc.",Basic Industries,Agricultural Chemicals
SNH,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts
SNHNI,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts
SNHNL,Senior Housing Properties Trust,Consumer Services,Real Estate Investment Trusts
SNMX,"Senomyx, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
SRTS,"Sensus Healthcare, Inc.",Health Care,Medical/Dental Instruments
SRTSW,"Sensus Healthcare, Inc.",Health Care,Medical/Dental Instruments
STNLU,Sentinel Energy Services Inc.,Finance,Business Services
SQBG,"Sequential Brands Group, Inc.",Consumer Non-Durables,Apparel
MCRB,"Seres Therapeutics, Inc.",Health Care,Major Pharmaceuticals
SREV,"ServiceSource International, Inc.",Miscellaneous,Business Services
SFBS,"ServisFirst Bancshares, Inc.",Finance,Major Banks
SSC,"Seven Stars Cloud Group, Inc.",Consumer Services,Television Services
SVBI,Severn Bancorp Inc,Finance,Major Banks
SGBX,"SG Blocks, Inc.",Consumer Services,RETAIL: Building Materials
SGOC,"SGOCO Group, Ltd",Technology,Radio And Television Broadcasting And Communications Equipment
SMED,Sharps Compliance Corp,Basic Industries,Environmental Services
SHSP,"SharpSpring, Inc.",Technology,EDP Services
SHEN,Shenandoah Telecommunications Co,Public Utilities,Telecommunications Equipment
PIXY,"ShiftPixy, Inc.",Technology,Diversified Commercial Services
SHLO,"Shiloh Industries, Inc.",Capital Goods,Industrial Specialties
TYHT,"Shineco, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
SHPG,Shire plc,Health Care,Major Pharmaceuticals
SCVL,"Shoe Carnival, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
SHBI,Shore Bancshares Inc,Finance,Major Banks
SSTI,"ShotSpotter, Inc.",Technology,Computer Software: Prepackaged Software
SFLY,"Shutterfly, Inc.",Miscellaneous,Other Consumer Services
SIFI,"SI Financial Group, Inc.",Finance,Savings Institutions
SIEB,Siebert Financial Corp.,Finance,Investment Bankers/Brokers/Service
SNNA,"Sienna Biopharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SIEN,"Sientra, Inc.",Health Care,Industrial Specialties
BSRR,Sierra Bancorp,Finance,Major Banks
SRRA,"Sierra Oncology, Inc.",Health Care,Major Pharmaceuticals
SWIR,"Sierra Wireless, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
SIFY,Sify Technologies Limited,Technology,"Computer Software: Programming, Data Processing"
SIGM,"Sigma Designs, Inc.",Technology,Semiconductors
SGLB,"Sigma Labs, Inc.",Consumer Durables,Miscellaneous manufacturing industries
SGLBW,"Sigma Labs, Inc.",Consumer Durables,Miscellaneous manufacturing industries
SGMA,"SigmaTron International, Inc.",Technology,Electrical Products
SBNY,Signature Bank,Finance,Major Banks
SBNYW,Signature Bank,Finance,Major Banks
SLGN,Silgan Holdings Inc.,Consumer Durables,Containers/Packaging
SILC,Silicom Ltd,Technology,Computer Communications Equipment
SLAB,"Silicon Laboratories, Inc.",Technology,Semiconductors
SIMO,Silicon Motion Technology Corporation,Technology,Semiconductors
SPIL,"Siliconware Precision Industries Company, Ltd.",Technology,Semiconductors
SRUN,Silver Run Acquisition Corporation II,Finance,Business Services
SRUNU,Silver Run Acquisition Corporation II,Finance,Business Services
SRUNW,Silver Run Acquisition Corporation II,Finance,Business Services
SAMG,Silvercrest Asset Management Group Inc.,Finance,Investment Managers
SSNT,"SilverSun Technologies, Inc.",Miscellaneous,Business Services
SFNC,Simmons First National Corporation,Finance,Major Banks
SLP,"Simulations Plus, Inc.",Technology,EDP Services
SINA,Sina Corporation,Technology,Computer Software: Prepackaged Software
SBGI,"Sinclair Broadcast Group, Inc.",Consumer Services,Broadcasting
SINO,"Sino-Global Shipping America, Ltd.",Transportation,Oil Refining/Marketing
SVA,"Sinovac Biotech, Ltd.",Health Care,Major Pharmaceuticals
SIRI,Sirius XM Holdings Inc.,Consumer Services,Broadcasting
SITO,"SITO Mobile, Ltd.",Miscellaneous,Business Services
SKYS,"Sky Solar Holdings, Ltd.",Public Utilities,Electric Utilities: Central
SKLN,Skyline Medical Inc.,Health Care,Industrial Specialties
SKYW,"SkyWest, Inc.",Transportation,Air Freight/Delivery Services
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors
SNBR,Sleep Number Corporation,Consumer Durables,Home Furnishings
SLM,SLM Corporation,Finance,Finance: Consumer Services
SLMBP,SLM Corporation,Finance,Finance: Consumer Services
RNSC,Small Cap US Equity Select ETF,n/a,n/a
SGH,"SMART Global Holdings, Inc.",Technology,Semiconductors
SND,"Smart Sand, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SMBK,"SmartFinancial, Inc.",Finance,Major Banks
SMSI,"Smith Micro Software, Inc.",Technology,Computer Software: Prepackaged Software
SMTX,SMTC Corporation,Technology,Electrical Products
LNCE,"Snyder&#39;s-Lance, Inc.",Consumer Non-Durables,Specialty Foods
SRAX,"Social Reality, Inc.",Technology,Advertising
SCKT,"Socket Mobile, Inc.",Technology,Computer Manufacturing
SODA,SodaStream International Ltd.,Consumer Durables,Consumer Electronics/Appliances
SOHU,Sohu.com Inc.,Technology,EDP Services
SLRC,Solar Capital Ltd.,n/a,n/a
SUNS,Solar Senior Capital Ltd.,n/a,n/a
SEDG,"SolarEdge Technologies, Inc.",Technology,Semiconductors
SLNO,"Soleno Therapeutics, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLNOW,"Soleno Therapeutics, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SNGX,"Soligenix, Inc.",Health Care,Major Pharmaceuticals
SNGXW,"Soligenix, Inc.",Health Care,Major Pharmaceuticals
SONC,Sonic Corp.,Consumer Services,Restaurants
SOFO,"Sonic Foundry, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
SNOA,"Sonoma Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SNOAW,"Sonoma Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SONS,"Sonus Networks, Inc.",Technology,EDP Services
SPHS,"Sophiris Bio, Inc.",n/a,n/a
SORL,"SORL Auto Parts, Inc.",Capital Goods,Auto Parts:O.E.M.
ROKA,"Sorrento Tech, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
SRNE,"Sorrento Therapeutics, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
SOHO,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts
SOHOB,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts
SOHOO,Sotherly Hotels Inc.,Consumer Services,Real Estate Investment Trusts
SFBC,"Sound Financial Bancorp, Inc.",Finance,Savings Institutions
SSB,South State Corporation,Finance,Major Banks
SFST,"Southern First Bancshares, Inc.",Finance,Major Banks
SMBC,"Southern Missouri Bancorp, Inc.",Finance,Banks
SONA,"Southern National Bancorp of Virginia, Inc.",Finance,Major Banks
SBSI,"Southside Bancshares, Inc.",Finance,Major Banks
SP,SP Plus Corporation,Consumer Services,Rental/Leasing Companies
SGRP,"SPAR Group, Inc.",Miscellaneous,Business Services
SPKE,"Spark Energy, Inc.",Public Utilities,Power Generation
SPKEP,"Spark Energy, Inc.",Public Utilities,Power Generation
ONCE,"Spark Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SPAR,"Spartan Motors, Inc.",Capital Goods,Auto Manufacturing
SPTN,SpartanNash Company,Consumer Non-Durables,Food Distributors
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,n/a,n/a
SPPI,"Spectrum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SPRO,"Spero Therapeutics, Inc.",Health Care,Major Pharmaceuticals
ANY,Sphere 3D Corp.,Technology,EDP Services
SPEX,Spherix Incorporated,Miscellaneous,Multi-Sector Companies
SPI,"SPI Energy Co., Ltd.",Technology,Semiconductors
SAVE,"Spirit Airlines, Inc.",Transportation,Air Freight/Delivery Services
SPLK,Splunk Inc.,Technology,Computer Software: Prepackaged Software
SPOK,"Spok Holdings, Inc.",Public Utilities,Telecommunications Equipment
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",Consumer Services,Other Specialty Stores
SBPH,"Spring Bank Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
FUND,"Sprott Focus Trust, Inc.",Consumer Services,Miscellaneous
SFM,"Sprouts Farmers Market, Inc.",Consumer Services,Food Chains
SPSC,"SPS Commerce, Inc.",Technology,Computer Software: Prepackaged Software
SSNC,"SS&C Technologies Holdings, Inc.",Technology,Computer Software: Prepackaged Software
SSRM,SSR Mining Inc.,Basic Industries,Precious Metals
STAA,STAAR Surgical Company,Health Care,Ophthalmic Goods
STAF,"Staffing 360 Solutions, Inc.",Technology,Professional Services
STMP,Stamps.com Inc.,Miscellaneous,Business Services
STLY,"Stanley Furniture Company, Inc.",Consumer Durables,Home Furnishings
SBLK,Star Bulk Carriers Corp.,Transportation,Marine Transportation
SBLKL,Star Bulk Carriers Corp.,Transportation,Marine Transportation
SBLKZ,Star Bulk Carriers Corp.,Transportation,Marine Transportation
SBUX,Starbucks Corporation,Consumer Services,Restaurants
STFC,State Auto Financial Corporation,Finance,Property-Casualty Insurers
STBZ,State Bank Financial Corporation.,Finance,Major Banks
SNC,"State National Companies, Inc.",Finance,Property-Casualty Insurers
STDY,SteadyMed Ltd.,Health Care,Major Pharmaceuticals
GASS,"StealthGas, Inc.",Transportation,Marine Transportation
STLD,"Steel Dynamics, Inc.",Basic Industries,Steel/Iron Ore
SMRT,"Stein Mart, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
STLR,Stellar Acquisition III Inc.,Finance,Business Services
STLRU,Stellar Acquisition III Inc.,Finance,Business Services
STLRW,Stellar Acquisition III Inc.,Finance,Business Services
SBOT,"Stellar Biotechnologies, Inc.",Health Care,Major Pharmaceuticals
STML,"Stemline Therapeutics, Inc.",Health Care,Major Pharmaceuticals
SRCL,"Stericycle, Inc.",Basic Industries,Environmental Services
SRCLP,"Stericycle, Inc.",Basic Industries,Environmental Services
SBT,"Sterling Bancorp, Inc.",n/a,n/a
STRL,Sterling Construction Company Inc,Basic Industries,Military/Government/Technical
SHOO,"Steven Madden, Ltd.",Consumer Non-Durables,Shoe Manufacturing
SSFN,Stewardship Financial Corp,Finance,Major Banks
SFIX,"Stitch Fix, Inc.",n/a,n/a
SYBT,"Stock Yards Bancorp, Inc.",Finance,Major Banks
BANX,StoneCastle Financial Corp,n/a,n/a
SSKN,"Strata Skin Sciences, Inc.",Health Care,Medical/Dental Instruments
SSYS,"Stratasys, Ltd.",Technology,Computer peripheral equipment
STRT,Strattec Security Corporation,Capital Goods,Auto Parts:O.E.M.
STRS,Stratus Properties Inc.,Consumer Services,Homebuilding
STRA,"Strayer Education, Inc.",Consumer Services,Other Consumer Services
STRM,"Streamline Health Solutions, Inc.",Technology,EDP Services
SBBP,Strongbridge Biopharma plc,Health Care,Major Pharmaceuticals
STB,Student Transportation Inc,Transportation,Other Transportation
SCMP,"Sucampo Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SUMR,"Summer Infant, Inc.",Consumer Durables,Miscellaneous manufacturing industries
SMMF,"Summit Financial Group, Inc.",Finance,Major Banks
SSBI,Summit State Bank,n/a,n/a
SMMT,Summit Therapeutics plc,Health Care,Major Pharmaceuticals
SNBC,"Sun Bancorp, Inc.",Finance,Commercial Banks
SNHY,Sun Hydraulics Corporation,Capital Goods,Metal Fabrications
SNDE,Sundance Energy Australia Limited,Energy,Oil & Gas Production
SNSS,"Sunesis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
STKL,"SunOpta, Inc.",Consumer Services,Farming/Seeds/Milling
SPWR,SunPower Corporation,Technology,Semiconductors
RUN,Sunrun Inc.,Capital Goods,Industrial Specialties
SBCP,"Sunshine Bancorp, Inc.",Finance,Savings Institutions
SUNW,"Sunworks, Inc.",Public Utilities,Telecommunications Equipment
SMCI,"Super Micro Computer, Inc.",Technology,Computer Manufacturing
SPCB,"SuperCom, Ltd.",Technology,Semiconductors
SCON,Superconductor Technologies Inc.,Technology,Radio And Television Broadcasting And Communications Equipment
SGC,"Superior Uniform Group, Inc.",Consumer Non-Durables,Apparel
SUPN,"Supernus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SPRT,"support.com, Inc.",Technology,EDP Services
SGRY,"Surgery Partners, Inc.",Health Care,Hospital/Nursing Management
SRDX,"Surmodics, Inc.",Health Care,Medical/Dental Instruments
SBBX,Sussex Bancorp,Finance,Major Banks
SIVB,SVB Financial Group,Finance,Major Banks
SIVBO,SVB Financial Group,Finance,Major Banks
SYKE,"Sykes Enterprises, Incorporated",Technology,EDP Services
SYMC,Symantec Corporation,Technology,Computer Software: Prepackaged Software
SYNC,"Synacor, Inc.",Technology,"Computer Software: Programming, Data Processing"
SYNL,Synalloy Corporation,Basic Industries,Steel/Iron Ore
SYNA,Synaptics Incorporated,Technology,Semiconductors
SNCR,"Synchronoss Technologies, Inc.",Technology,EDP Services
SNDX,"Syndax Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SGYP,"Synergy Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SYBX,"Synlogic, Inc.",n/a,n/a
SNPS,"Synopsys, Inc.",Technology,Computer Software: Prepackaged Software
SYNT,"Syntel, Inc.",Technology,EDP Services
SYMX,"Synthesis Energy Systems, Inc.",Basic Industries,Major Chemicals
SYPR,"Sypris Solutions, Inc.",Capital Goods,Industrial Machinery/Components
SYRS,"Syros Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
TROW,"T. Rowe Price Group, Inc.",Finance,Investment Bankers/Brokers/Service
TTOO,"T2 Biosystems, Inc.",Health Care,Medical/Dental Instruments
TRHC,"Tabula Rasa HealthCare, Inc.",Miscellaneous,Business Services
TCMD,"Tactile Systems Technology, Inc.",Health Care,Medical/Dental Instruments
TAIT,Taitron Components Incorporated,Consumer Non-Durables,Electronic Components
TTWO,"Take-Two Interactive Software, Inc.",Technology,Computer Software: Prepackaged Software
TLND,Talend S.A.,Technology,Computer Software: Prepackaged Software
TNDM,"Tandem Diabetes Care, Inc.",Health Care,Medical/Dental Instruments
TLF,"Tandy Leather Factory, Inc.",Consumer Non-Durables,Apparel
TANH,Tantech Holdings Ltd.,Basic Industries,Major Chemicals
TPIV,TapImmune Inc.,Health Care,Major Pharmaceuticals
TEDU,"Tarena International, Inc.",Consumer Services,Other Consumer Services
TATT,TAT Technologies Ltd.,Capital Goods,Aerospace
TAYD,"Taylor Devices, Inc.",Capital Goods,Industrial Machinery/Components
CGBD,"TCG BDC, Inc.",n/a,n/a
TCPC,TCP Capital Corp.,n/a,n/a
AMTD,TD Ameritrade Holding Corporation,Finance,Investment Bankers/Brokers/Service
PETZ,"TDH Holdings, Inc.",Consumer Non-Durables,Packaged Foods
TECD,Tech Data Corporation,Technology,Retail: Computer Software & Peripheral Equipment
TCCO,Technical Communications Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
TTGT,"TechTarget, Inc.",Miscellaneous,Business Services
TGLS,Tecnoglass Inc.,Consumer Durables,Electronic Components
TGEN,Tecogen Inc.,Capital Goods,Industrial Machinery/Components
TNAV,"Telenav, Inc.",Capital Goods,Industrial Machinery/Components
TTEC,"TeleTech Holdings, Inc.",Technology,Professional Services
TLGT,"Teligent, Inc.",Health Care,Major Pharmaceuticals
TELL,Tellurian Inc.,Energy,Oil & Gas Production
TENX,"Tenax Therapeutics, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
GLBL,"TerraForm Global, Inc.",Public Utilities,Electric Utilities: Central
TERP,"TerraForm Power, Inc.",Public Utilities,Electric Utilities: Central
TBNK,Territorial Bancorp Inc.,Finance,Savings Institutions
TSRO,"TESARO, Inc.",Health Care,Major Pharmaceuticals
TESO,Tesco Corporation,Energy,Metal Fabrications
TSLA,"Tesla, Inc. ",Capital Goods,Auto Manufacturing
TESS,TESSCO Technologies Incorporated,Consumer Non-Durables,Electronic Components
TTEK,"Tetra Tech, Inc.",Consumer Services,Military/Government/Technical
TTPH,"Tetraphase Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
TCBI,"Texas Capital Bancshares, Inc.",Finance,Major Banks
TCBIL,"Texas Capital Bancshares, Inc.",Finance,Major Banks
TCBIP,"Texas Capital Bancshares, Inc.",Finance,Major Banks
TCBIW,"Texas Capital Bancshares, Inc.",Finance,Major Banks
TXN,Texas Instruments Incorporated,Technology,Semiconductors
TXRH,"Texas Roadhouse, Inc.",Consumer Services,Restaurants
TFSL,TFS Financial Corporation,Finance,Savings Institutions
TGTX,"TG Therapeutics, Inc.",Health Care,Major Pharmaceuticals
ABCO,The Advisory Board Company,Consumer Services,Other Consumer Services
ANDE,"The Andersons, Inc.",Consumer Services,Farming/Seeds/Milling
TBBK,"The Bancorp, Inc.",Finance,Major Banks
BPRN,The Bank of Princeton,n/a,n/a
CG,The Carlyle Group L.P.,Finance,Investment Managers
TCGP,The Carlyle Group L.P.,Finance,Investment Managers
CAKE,The Cheesecake Factory Incorporated,Consumer Services,Restaurants
CHEF,"The Chefs&#39; Warehouse, Inc.",Consumer Non-Durables,Food Distributors
TCFC,The Community Financial Corporation,Finance,Major Banks
DSGX,The Descartes Systems Group Inc.,Technology,Computer Software: Prepackaged Software
DXYN,"The Dixie Group, Inc.",Consumer Durables,Home Furnishings
ENSG,"The Ensign Group, Inc.",Health Care,Hospital/Nursing Management
XONE,The ExOne Company,Capital Goods,Industrial Machinery/Components
FINL,"The Finish Line, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
FBMS,"The First Bancshares, Inc.",Finance,Major Banks
FLIC,The First of Long Island Corporation,Finance,Major Banks
GT,The Goodyear Tire & Rubber Company,Consumer Durables,Automotive Aftermarket
HABT,"The Habit Restaurants, Inc.",Consumer Services,Restaurants
HCKT,"The Hackett Group, Inc.",Consumer Services,Professional Services
HAIN,"The Hain Celestial Group, Inc.",Consumer Non-Durables,Packaged Foods
CUBA,"The Herzfeld Caribbean Basin Fund, Inc.",n/a,n/a
INTG,The Intergroup Corporation,Consumer Services,Building operators
JYNT,The Joint Corp.,Miscellaneous,Multi-Sector Companies
KEYW,The KEYW Holding Corporation,Technology,EDP Services
KHC,The Kraft Heinz Company,Consumer Non-Durables,Packaged Foods
OLD,The Long-Term Care ETF,n/a,n/a
MSG,The Madison Square Garden Company,Consumer Services,Services-Misc. Amusement & Recreation
MDCO,The Medicines Company,Health Care,Major Pharmaceuticals
MEET,"The Meet Group, Inc.",Consumer Services,Advertising
MIK,"The Michaels Companies, Inc.",Consumer Services,Recreational Products/Toys
MIDD,The Middleby Corporation,Technology,Industrial Machinery/Components
NAVG,"The Navigators Group, Inc.",Finance,Property-Casualty Insurers
SLIM,The Obesity ETF,n/a,n/a
STKS,"The ONE Group Hospitality, Inc.",Consumer Services,Restaurants
ORG,The Organics ETF,n/a,n/a
PCLN,The Priceline Group Inc. ,Miscellaneous,Business Services
PRSC,The Providence Service Corporation,Consumer Services,Transportation Services
RMR,The RMR Group Inc.,Consumer Services,Professional Services
SMPL,The Simply Good Foods Company,Consumer Non-Durables,Packaged Foods
SMPLW,The Simply Good Foods Company,Consumer Non-Durables,Packaged Foods
TSG,The Stars Group Inc.,Technology,"Computer Software: Programming, Data Processing"
TTD,"The Trade Desk, Inc.",Technology,"Computer Software: Programming, Data Processing"
ULTI,"The Ultimate Software Group, Inc.",Technology,Computer Software: Prepackaged Software
YORW,The York Water Company,Public Utilities,Water Supply
NCTY,The9 Limited,Miscellaneous,Business Services
TXMD,"TherapeuticsMD, Inc.",Health Care,Major Pharmaceuticals
TRPX,Therapix Biosciences Ltd.,Health Care,Major Pharmaceuticals
TBPH,"Theravance Biopharma, Inc.",Health Care,Major Pharmaceuticals
TST,"TheStreet, Inc.",Consumer Services,Newspapers/Magazines
TCRD,"THL Credit, Inc.",n/a,n/a
TICC,TICC Capital Corp.,n/a,n/a
TICCL,TICC Capital Corp.,n/a,n/a
TIG,TiGenix,Health Care,Major Pharmaceuticals
TTS,"Tile Shop Hldgs, Inc.",Consumer Services,Home Furnishings
TIL,Till Capital Ltd.,Finance,Property-Casualty Insurers
TSBK,"Timberland Bancorp, Inc.",Finance,Banks
TNTR,"Tintri, Inc.",Technology,EDP Services
TIPT,Tiptree Inc.,Finance,Property-Casualty Insurers
TITN,Titan Machinery Inc.,Consumer Services,Other Specialty Stores
TTNP,"Titan Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TVTY,"Tivity Health, Inc.",Health Care,Hospital/Nursing Management
TIVO,TiVo Corporation,Miscellaneous,Multi-Sector Companies
TMUS,"T-Mobile US, Inc.",Public Utilities,Telecommunications Equipment
TMUSP,"T-Mobile US, Inc.",Public Utilities,Telecommunications Equipment
TOCA,Tocagen Inc.,Health Care,Major Pharmaceuticals
TNXP,Tonix Pharmaceuticals Holding Corp.,Health Care,Major Pharmaceuticals
TISA,"Top Image Systems, Ltd.",Technology,Computer peripheral equipment
TOPS,TOP Ships Inc.,Transportation,Marine Transportation
TORM          ,TOR Minerals International Inc,Basic Industries,Major Chemicals
TRCH,"Torchlight Energy Resources, Inc.",Energy,Oil & Gas Production
TSEM,Tower Semiconductor Ltd.,Technology,Semiconductors
CLUB,"Town Sports International Holdings, Inc.",Consumer Services,Hotels/Resorts
TOWN,Towne Bank,n/a,n/a
TPIC,"TPI Composites, Inc.",Energy,Industrial Machinery/Components
TCON,"TRACON Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TSCO,Tractor Supply Company,Consumer Services,RETAIL: Building Materials
